SO HD,NGAY,MA KH,TEN KH,MÃ NV, ,MÃ HH,TÊN SP,SL,ĐƠN GIÁ,THÀNH TIỀN,VAT,NHÃN HÀNG,CỬA HÀNG,HỆ THỐNG,20260119
26010000044,02/01/2026,LOTTE_VINH,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Vinh,NV0133,Thảo Nguyên - MT ,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),30,20000,600000,660000,FUJITSU,LOTTE VINH,LOTTE,20260119
26010000065,05/01/2026,LOTTE_PTHIET,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Bình Thuận ,NV0133,Thảo Nguyên - MT ,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),5,20000,100000,110000.00000000001,FUJITSU,LOTTE PHAN THIET,LOTTE,20260119
26010000066,05/01/2026,LOTTE_NTRANG,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Nha Trang ,NV0133,Thảo Nguyên - MT ,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),10,20000,200000,220000.00000000003,FUJITSU,LOTTE NHA TRANG,LOTTE,20260119
26010000067,05/01/2026,LOTTE_Q11,Công Ty Cổ Phần Trung Tâm Thương Mại  Lotte Việt Nam,NV0133,Thảo Nguyên - MT ,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),10,20000,200000,220000.00000000003,FUJITSU,LOTTE QUAN 11,LOTTE,20260119
26010000075,05/01/2026,LOTTE_GVAP,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Gò Vấp,NV0133,Thảo Nguyên - MT ,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),30,20000,600000,660000,FUJITSU,LOTTE GO VAP,LOTTE,20260119
26010000090,05/01/2026,LOTTE_GVAP,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Gò Vấp,NV0133,Thảo Nguyên - MT ,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),16,20000,320000,352000,FUJITSU,LOTTE GO VAP,LOTTE,20260119
26010000195,12/01/2026,LOTTE_NTRANG2,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Nha Trang ,NV0133,Thảo Nguyên - MT ,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),10,18000,180000,198000.00000000003,FUJITSU,LOTTE NHA TRANG GOLD COAST,LOTTE,20260119
26010000217,13/01/2026,LOTTE_PTHIET,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Bình Thuận ,NV0133,Thảo Nguyên - MT ,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),10,18000,180000,198000.00000000003,FUJITSU,LOTTE PHAN THIET,LOTTE,20260119
26010000065,05/01/2026,LOTTE_PTHIET,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Bình Thuận ,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),40,16000,640000,704000,FUJITSU,LOTTE PHAN THIET,LOTTE,20260119
26010000066,05/01/2026,LOTTE_NTRANG,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Nha Trang ,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),10,16000,160000,176000,FUJITSU,LOTTE NHA TRANG,LOTTE,20260119
26010000067,05/01/2026,LOTTE_Q11,Công Ty Cổ Phần Trung Tâm Thương Mại  Lotte Việt Nam,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),30,16000,480000,528000,FUJITSU,LOTTE QUAN 11,LOTTE,20260119
26010000075,05/01/2026,LOTTE_GVAP,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Gò Vấp,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),20,16000,320000,352000,FUJITSU,LOTTE GO VAP,LOTTE,20260119
26010000091,05/01/2026,LOTTE_Q11,Công Ty Cổ Phần Trung Tâm Thương Mại  Lotte Việt Nam,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),17,16000,272000,299200,FUJITSU,LOTTE QUAN 11,LOTTE,20260119
26010000195,12/01/2026,LOTTE_NTRANG2,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Nha Trang ,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),20,16000,320000,352000,FUJITSU,LOTTE NHA TRANG GOLD COAST,LOTTE,20260119
26010000205,12/01/2026,LOTTE_Q7,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),20,16000,320000,352000,FUJITSU,LOTTE NAM SAI GON,LOTTE,20260119
26010000217,13/01/2026,LOTTE_PTHIET,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Bình Thuận ,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),20,16000,320000,352000,FUJITSU,LOTTE PHAN THIET,LOTTE,20260119
26010000044,02/01/2026,LOTTE_VINH,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Vinh,NV0133,Thảo Nguyên - MT ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),30,16000,480000,528000,FUJITSU,LOTTE VINH,LOTTE,20260119
26010000066,05/01/2026,LOTTE_NTRANG,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Nha Trang ,NV0133,Thảo Nguyên - MT ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),10,16000,160000,176000,FUJITSU,LOTTE NHA TRANG,LOTTE,20260119
26010000067,05/01/2026,LOTTE_Q11,Công Ty Cổ Phần Trung Tâm Thương Mại  Lotte Việt Nam,NV0133,Thảo Nguyên - MT ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),20,16000,320000,352000,FUJITSU,LOTTE QUAN 11,LOTTE,20260119
26010000205,12/01/2026,LOTTE_Q7,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam,NV0133,Thảo Nguyên - MT ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),30,16000,480000,528000,FUJITSU,LOTTE NAM SAI GON,LOTTE,20260119
26010000217,13/01/2026,LOTTE_PTHIET,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Bình Thuận ,NV0133,Thảo Nguyên - MT ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),5,16000,80000,88000,FUJITSU,LOTTE PHAN THIET,LOTTE,20260119
26010000260,14/01/2026,LOTTE_BDINH,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Ba Đình ,NV0130,Nam Phương - 0333719804,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,LOTTE BA DINH HA NOI,LOTTE,20260119
26010000261,14/01/2026,LOTTE_PTHIET,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Bình Thuận ,NV0130,Nam Phương - 0333719804,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),48,23000,1104000,1214400,BAKING SODA,LOTTE PHAN THIET,LOTTE,20260119
26010000262,14/01/2026,LOTTE_NTRANG2,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Nha Trang ,NV0130,Nam Phương - 0333719804,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,LOTTE NHA TRANG GOLD COAST,LOTTE,20260119
26010000260,14/01/2026,LOTTE_BDINH,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Ba Đình ,NV0130,Nam Phương - 0333719804,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),20,38700,774000,851400.0000000001,BAKING SODA,LOTTE BA DINH HA NOI,LOTTE,20260119
26010000261,14/01/2026,LOTTE_PTHIET,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Bình Thuận ,NV0130,Nam Phương - 0333719804,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),40,38700,1548000,1702800.0000000002,BAKING SODA,LOTTE PHAN THIET,LOTTE,20260119
26010000262,14/01/2026,LOTTE_NTRANG2,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Nha Trang ,NV0130,Nam Phương - 0333719804,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),20,38700,774000,851400.0000000001,BAKING SODA,LOTTE NHA TRANG GOLD COAST,LOTTE,20260119
26010000262,14/01/2026,LOTTE_NTRANG2,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Nha Trang ,NV0130,Nam Phương - 0333719804,2310008,Bột Đa Năng Baking Soda 2.1kg - Scratchless Cleaning (2970),6,130500,783000,861300.0000000001,BAKING SODA,LOTTE NHA TRANG GOLD COAST,LOTTE,20260119
26010000260,14/01/2026,LOTTE_BDINH,Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam - Chi Nhánh Ba Đình ,NV0130,Nam Phương - 0333719804,2340002,Muối Nổi Rửa Rau Quả Baking Soda 340g (6592),12,70200,842400,926640.0000000001,BAKING SODA,LOTTE BA DINH HA NOI,LOTTE,20260119
26010000001,02/01/2026,LC_HCM,Công Ty Cổ Phần Dược Phẩm FPT Long Châu ,NV0133,Thảo Nguyên - MT ,6010003,Pin Fujitsu - LR03(2B) FU-W- FI - AAA     (3500),160,18000,2880000,3168000.0000000005,FUJITSU,LONG CHAU HCM,LONG CHAU,20260119
26010000243,13/01/2026,LC_HCM,Công Ty Cổ Phần Dược Phẩm FPT Long Châu ,NV0133,Thảo Nguyên - MT ,6040021,Pin Fujitsu - R6/2300(BP4) - 3N(4B)FJ-EUNAB - AA   (2306),1280,18000,23040000,25344000.000000004,FUJITSU,LONG CHAU HCM,LONG CHAU,20260119
26010000062,05/01/2026,6209,CÔNG TY CỔ PHẦN KING FOOD MARKET,NV0133,Thảo Nguyên - MT ,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),240,36602,8784480,9662928,BAKING SODA,KING FOOD ,KING FOOD,20260119
26010000098,06/01/2026,6209,CÔNG TY CỔ PHẦN KING FOOD MARKET,NV0133,Thảo Nguyên - MT ,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),200,32942,6588378,7247215.800000001,BAKING SODA,KING FOOD ,KING FOOD,20260119
26010000176,09/01/2026,6209,CÔNG TY CỔ PHẦN KING FOOD MARKET,NV0133,Thảo Nguyên - MT ,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),120,32942,3953027,4348329.7,BAKING SODA,KING FOOD ,KING FOOD,20260119
26010000218,13/01/2026,6209,CÔNG TY CỔ PHẦN KING FOOD MARKET,NV0133,Thảo Nguyên - MT ,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),300,32942,9882567,10870823.700000001,BAKING SODA,KING FOOD ,KING FOOD,20260119
26010000204,12/01/2026,JM_BVD,Công Ty Cổ Phần Thương Mại Dịch Vụ JM Quốc Tế,NV0133,Thảo Nguyên - MT ,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),20,23000,460000,506000.00000000006,BAKING SODA,J MART,J MART,20260119
26010000204,12/01/2026,JM_BVD,Công Ty Cổ Phần Thương Mại Dịch Vụ JM Quốc Tế,NV0133,Thảo Nguyên - MT ,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),20,43000,860000,946000.0000000001,BAKING SODA,J MART,J MART,20260119
26010000204,12/01/2026,JM_BVD,Công Ty Cổ Phần Thương Mại Dịch Vụ JM Quốc Tế,NV0133,Thảo Nguyên - MT ,2340002,Muối Nổi Rửa Rau Quả Baking Soda 340g (6592),5,78000,390000,429000.00000000006,BAKING SODA,J MART,J MART,20260119
26010000191,09/01/2026,4032_TLGD,Cửa Hàng Tiện Lợi Gia Đình,NV0133,Thảo Nguyên - MT ,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),10,41710,417100,458810.00000000006,BAKING SODA,HOME FRESH CUA HANG TIEN LOI GIA DINH,HOMEFRESH MART,20260119
26010000191,09/01/2026,4032_TLGD,Cửa Hàng Tiện Lợi Gia Đình,NV0133,Thảo Nguyên - MT ,6010035,Pin Fujitsu - LR03(4B+2B) FU-W-FI - AAA    (5504),10,37830,378300,416130.00000000006,FUJITSU,HOME FRESH CUA HANG TIEN LOI GIA DINH,HOMEFRESH MART,20260119
26010000191,09/01/2026,4032_TLGD,Cửa Hàng Tiện Lợi Gia Đình,NV0133,Thảo Nguyên - MT ,6040021,Pin Fujitsu - R6/2300(BP4) - 3N(4B)FJ-EUNAB - AA   (2306),30,19400,582000,640200,FUJITSU,HOME FRESH CUA HANG TIEN LOI GIA DINH,HOMEFRESH MART,20260119
26010000191,09/01/2026,4032_TLGD,Cửa Hàng Tiện Lợi Gia Đình,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),20,15520,310400,341440,FUJITSU,HOME FRESH CUA HANG TIEN LOI GIA DINH,HOMEFRESH MART,20260119
26010000022,02/01/2026,LAC,Công Ty TNHH Một Thành Viên Thương Mại Và Đầu Tư Liên Á Châu,NV0130,Nam Phương - 0333719804,2430002,Gel dưỡng ấm chống nắng  toàn thân  - Azarine Sunscreen Magical LUV - SPF 50 - 100ml  (Tím) (2439),6,99000,594000,653400,AZARINE,GUARDIAN KHO,GUARDIAN,20260119
26010000082,05/01/2026,SD_TDGREEN,Công ty TNHH Phân Phối Sành Điệu,NV0133,Thảo Nguyên - MT ,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),3,23333,69999,76998.90000000001,BAKING SODA,ANNAM GOURMET THAO DIEN GREEN ,AN NAM,20260119
26010000082,05/01/2026,SD_TDGREEN,Công ty TNHH Phân Phối Sành Điệu,NV0133,Thảo Nguyên - MT ,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),5,43704,218520,240372.00000000003,BAKING SODA,ANNAM GOURMET THAO DIEN GREEN ,AN NAM,20260119
26010000082,05/01/2026,SD_TDGREEN,Công ty TNHH Phân Phối Sành Điệu,NV0133,Thảo Nguyên - MT ,2310008,Bột Đa Năng Baking Soda 2.1kg - Scratchless Cleaning (2970),3,147407,442221,486443.10000000003,BAKING SODA,ANNAM GOURMET THAO DIEN GREEN ,AN NAM,20260119
26010000082,05/01/2026,SD_TDGREEN,Công ty TNHH Phân Phối Sành Điệu,NV0133,Thảo Nguyên - MT ,6040021,Pin Fujitsu - R6/2300(BP4) - 3N(4B)FJ-EUNAB - AA   (2306),3,21111,63333,69666.3,FUJITSU,ANNAM GOURMET THAO DIEN GREEN ,AN NAM,20260119
26010000082,05/01/2026,SD_TDGREEN,Công ty TNHH Phân Phối Sành Điệu,NV0133,Thảo Nguyên - MT ,6040021,Pin Fujitsu - R6/2300(BP4) - 3N(4B)FJ-EUNAB - AA   (2306),3,21111,63333,69666.3,FUJITSU,ANNAM GOURMET THAO DIEN GREEN ,AN NAM,20260119
26010000020,02/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6010003,Pin Fujitsu - LR03(2B) FU-W- FI - AAA     (3500),30,20000,600000,660000,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000302,16/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6010003,Pin Fujitsu - LR03(2B) FU-W- FI - AAA     (3500),30,20000,600000,660000,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000021,02/01/2026,4812_PHI,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6010007,Pin Fujitsu - LR03(6B) FU-W-FI - AAA    (5807),30,56000,1680000,1848000.0000000002,FUJITSU,EMART PHAN HUY ICH,EMART,20260119
26010000177,09/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6010007,Pin Fujitsu - LR03(6B) FU-W-FI - AAA    (5807),30,56000,1680000,1848000.0000000002,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000020,02/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6040021,Pin Fujitsu - R6/2300(BP4) - 3N(4B)FJ-EUNAB - AA   (2306),50,20000,1000000,1100000,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000177,09/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6040021,Pin Fujitsu - R6/2300(BP4) - 3N(4B)FJ-EUNAB - AA   (2306),50,20000,1000000,1100000,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000186,09/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6040021,Pin Fujitsu - R6/2300(BP4) - 3N(4B)FJ-EUNAB - AA   (2306),50,20000,1000000,1100000,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000020,02/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),50,20000,1000000,1100000,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000177,09/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),50,20000,1000000,1100000,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000186,09/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),50,20000,1000000,1100000,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000020,02/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),50,16000,800000,880000.0000000001,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000178,09/01/2026,4812_PHI,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),30,16000,480000,528000,FUJITSU,EMART PHAN HUY ICH,EMART,20260119
26010000302,16/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),100,16000,1600000,1760000.0000000002,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000020,02/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),50,16000,800000,880000.0000000001,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000178,09/01/2026,4812_PHI,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),30,16000,480000,528000,FUJITSU,EMART PHAN HUY ICH,EMART,20260119
26010000302,16/01/2026,4812_THISO,CÔNG TY TNHH THISO RETAIL,NV0130,Nam Phương - 0333719804,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),50,16000,800000,880000.0000000001,FUJITSU,CÔNG TY TNHH THISO RETAIL,EMART,20260119
26010000016,02/01/2026,6710,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,NV0133,Thảo Nguyên - MT ,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),12,23000,276000,303600,BAKING SODA,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,20260119
26010000016,02/01/2026,6710,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,NV0133,Thảo Nguyên - MT ,2310004,Bột Đa Năng Baking Soda 500g - Scratchless Cleaning (2987),10,43000,430000,473000.00000000006,BAKING SODA,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,20260119
26010000016,02/01/2026,6710,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,NV0133,Thảo Nguyên - MT ,2340002,Muối Nổi Rửa Rau Quả Baking Soda 340g (6592),6,78000,468000,514800.00000000006,BAKING SODA,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,20260119
26010000016,02/01/2026,6710,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),12,16000,192000,211200.00000000003,FUJITSU,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,20260119
26010000016,02/01/2026,6710,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,NV0133,Thảo Nguyên - MT ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),12,16000,192000,211200.00000000003,FUJITSU,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NNK,20260119
26010000008,02/01/2026,6760,CÔNG TY TNHH KINGKONG PQ,NV0133,Thảo Nguyên - MT ,6010014,Pin Fujitsu - LR03(4B+2B) FU-W-FI - AAA    (5504),60,37050,2223000,2445300,FUJITSU,CÔNG TY TNHH KINGKONG PQ,CÔNG TY TNHH KINGKONG PQ,20260119
26010000008,02/01/2026,6760,CÔNG TY TNHH KINGKONG PQ,NV0133,Thảo Nguyên - MT ,6040021,Pin Fujitsu - R6/2300(BP4) - 3N(4B)FJ-EUNAB - AA   (2306),60,20000,1200000,1320000,FUJITSU,CÔNG TY TNHH KINGKONG PQ,CÔNG TY TNHH KINGKONG PQ,20260119
26010000301,16/01/2026,6760,CÔNG TY TNHH KINGKONG PQ,NV0133,Thảo Nguyên - MT ,6040021,Pin Fujitsu - R6/2300(BP4) - 3N(4B)FJ-EUNAB - AA   (2306),100,20000,2000000,2200000,FUJITSU,CÔNG TY TNHH KINGKONG PQ,CÔNG TY TNHH KINGKONG PQ,20260119
26010000008,02/01/2026,6760,CÔNG TY TNHH KINGKONG PQ,NV0133,Thảo Nguyên - MT ,6040022,Pin Fujitsu - R03/2400(BP4) - R03N(4B)FJEUNIC -  AAA   (3402),30,20000,600000,660000,FUJITSU,CÔNG TY TNHH KINGKONG PQ,CÔNG TY TNHH KINGKONG PQ,20260119
26010000008,02/01/2026,6760,CÔNG TY TNHH KINGKONG PQ,NV0133,Thảo Nguyên - MT ,6050002,Pin Fujitsu - R6(4B) F-GP - AA    (2115),150,15200,2280000,2508000,FUJITSU,CÔNG TY TNHH KINGKONG PQ,CÔNG TY TNHH KINGKONG PQ,20260119
26010000301,16/01/2026,6760,CÔNG TY TNHH KINGKONG PQ,NV0133,Thảo Nguyên - MT ,6050004,Pin Fujitsu - R03(4B) F-GP - AAA     (3112),30,15200,456000,501600.00000000006,FUJITSU,CÔNG TY TNHH KINGKONG PQ,CÔNG TY TNHH KINGKONG PQ,20260119
26010000023,02/01/2026,COOP_PLK,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),96,23000,2208000,2428800,BAKING SODA,COOP PLEIKU,COOP MART,20260119
26010000029,02/01/2026,COOP_RMIEU,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),48,23000,1104000,1214400,BAKING SODA,COOP RACH MIEU,COOP MART,20260119
26010000030,02/01/2026,COOP_NLOC,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),24,23000,552000,607200,BAKING SODA,COOP NHIEU LOC,COOP MART,20260119
26010000032,02/01/2026,COOP_VTRI,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),12,23000,276000,303600,BAKING SODA,COOP VIET TRI,COOP MART,20260119
26010000049,05/01/2026,COOP_PYEN,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),72,23000,1656000,1821600.0000000002,BAKING SODA,COOP TUY HOA PHU YEN,COOP MART,20260119
26010000050,05/01/2026,COOP_NTRANG,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),48,23000,1104000,1214400,BAKING SODA,COOP NHA TRANG,COOP MART,20260119
26010000051,05/01/2026,COOP_LX,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),72,23000,1656000,1821600.0000000002,BAKING SODA,COOP LONG XUYEN AN GIANG,COOP MART,20260119
26010000052,05/01/2026,COOP_CTHO,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),48,23000,1104000,1214400,BAKING SODA,COOP CAN THO,COOP MART,20260119
26010000054,05/01/2026,COOP_BDUONG,Liên Hiệp HTX TM TP.HCM,NV0025,Minh Tuân (Mar) - 0916.911.885,2310002,Bột Tẩy Rửa Đa Năng Baking Soda 226g - Scratchless Cleaning (1309),120,23000,2760000,3036000.0000000005,BAKING SODA,COOP BINH DUONG,COOP MART,20260119
